,title,release_date,original_language,genres,budget,revenue,runtime,year
4983,Looney Tunes: Back in Action,2003-11-14,en,Animation-Comedy-Family,80000000.0,68514844.0,93.0,2003
4988,Lara Croft: Tomb Raider - The Cradle of Life,2003-07-21,en,Action-Adventure-Fantasy-Thriller,95000000.0,160100000.0,117.0,2003
4989,The Substitute,1996-04-19,en,Action-Thriller,0.0,14818176.0,114.0,1996
4993,Jungle,2017-06-27,en,Adventure-Drama-Thriller,0.0,1906640.0,115.0,2017
4994,Bugsy,1991-12-10,en,Crime-Drama-Mystery,30000000.0,49114016.0,134.0,1991
4995,Dante's Peak,1997-02-07,en,Action-Adventure-Drama-Thriller,116000000.0,178127760.0,108.0,1997
4997,Sleepover,2004-07-09,en,Family-Comedy,10000000.0,10143022.0,89.0,2004
5003,The Frighteners,1996-07-18,en,Horror-Comedy,30000000.0,29359216.0,110.0,1996
5008,Village of the Damned,1995-04-28,en,Thriller-Horror-Science Fiction,22000000.0,9418365.0,99.0,1995
5009,Hot Shots!,1991-07-31,en,Action-Comedy-War,26000000.0,181096164.0,84.0,1991
5012,Body of Lies,2008-10-09,en,Action-Drama-Thriller,70000000.0,113280098.0,128.0,2008
5014,The Crying Game,1992-09-02,en,Crime-Drama-Thriller,3705538.0,62548947.0,112.0,1992
5017,Out for Justice,1991-04-12,en,Action-Crime,14000000.0,39673161.0,91.0,1991
5018,Martha Marcy May Marlene,2011-06-10,en,Drama-Thriller,0.0,3538446.0,101.0,2011
5019,Fright Night,1985-08-02,en,Comedy-Horror,9000000.0,24922237.0,107.0,1985
5020,Jackass Presents: Bad Grandpa,2013-10-22,en,Comedy,15000000.0,151831537.0,92.0,2013
5023,Sister Act 2: Back in the Habit,1993-12-09,en,Music-Comedy,38000000.0,57319029.0,107.0,1993
5024,S. Darko,2009-04-28,en,Thriller-Crime-Science Fiction-Mystery,4000000.0,4100000.0,103.0,2009
5026,Darkest Hour,2017-11-22,en,Drama-History,30000000.0,150847207.0,125.0,2017
5030,Phantom Thread,2017-12-25,en,Drama-Romance,35000000.0,47756590.0,130.0,2017
5031,Gamer,2009-09-03,en,Action-Thriller-Science Fiction,50000000.0,40828540.0,95.0,2009
5035,3 Days to Kill,2014-02-14,en,Action-Drama-Thriller,28000000.0,52597999.0,113.0,2014
5038,Jackie Brown,1997-12-25,en,Crime-Thriller-Drama,12000000.0,39673162.0,154.0,1997
5040,Max Steel,2016-10-14,en,Action-Adventure-Science Fiction,10000000.0,6272403.0,92.0,2016
5041,Lost Highway,1997-01-15,en,Drama-Thriller-Mystery,15000000.0,3756869.0,134.0,1997
5046,A Nightmare on Elm Street 4: The Dream Master,1988-08-19,en,Horror-Thriller,13000000.0,49400000.0,94.0,1988
5050,King Kong,1933-03-15,en,Adventure-Fantasy-Horror,672000.0,10000000.0,104.0,1933
5051,Lucky Number Slevin,2006-02-24,en,Drama-Thriller-Crime-Mystery,27000000.0,56308881.0,110.0,2006
5052,Surrogates,2009-09-24,en,Science Fiction-Action-Thriller,80000000.0,122444772.0,89.0,2009
5054,I Still Know What You Did Last Summer,1998-11-13,en,Horror-Mystery-Thriller,65000000.0,40002112.0,100.0,1998
5058,Casino Royale,1967-04-13,en,Adventure-Action-Comedy,12000000.0,41744718.0,131.0,1967
5059,Patriots Day,2016-12-12,en,Action-Crime-Drama-History-Thriller,45000000.0,50548152.0,133.0,2016
5062,I Am Sam,2001-12-28,en,Drama,22000000.0,92542418.0,132.0,2001
5064,Marie Antoinette,2006-05-24,en,Drama-History,40000000.0,60917189.0,123.0,2006
5065,Joy,2015-12-24,en,Drama-Comedy,60000000.0,101134059.0,124.0,2015
5067,Escape from New York,1981-05-23,en,Science Fiction-Action,6000000.0,50244700.0,99.0,1981
5068,A Bronx Tale,1993-09-14,en,Drama-Crime,10000000.0,17287898.0,121.0,1993
5074,The Dirty Dozen,1967-06-15,en,Action-Adventure-War,5400000.0,45300000.0,150.0,1967
5077,Vampire Academy,2014-02-07,en,Comedy-Action-Fantasy,30000000.0,15391979.0,104.0,2014
5079,The Thomas Crown Affair,1999-08-06,en,Drama-Crime-Romance,48000000.0,124305181.0,113.0,1999
5083,Ultimate Avengers: The Movie,2006-02-21,en,Action-Animation-Family-Adventure-Science Fiction,0.0,6700000.0,72.0,2006
5084,Apollo 13,1995-06-30,en,History-Drama-Adventure,52000000.0,355237933.0,140.0,1995
5086,The Quick and the Dead,1995-02-09,en,Western-Action-Thriller,32000000.0,18636537.0,107.0,1995
5087,Star Trek: The Motion Picture,1979-12-07,en,Science Fiction-Adventure-Mystery,35000000.0,139000000.0,132.0,1979
5090,Gulliver's Travels,2010-12-23,en,Family-Comedy-Adventure-Fantasy,112000000.0,237382724.0,85.0,2010
5092,The Courier,2019-11-22,en,Crime-Action-Drama-Thriller,0.0,4700862.0,99.0,2019
5103,Night Hunter,2019-08-29,en,Drama-Thriller,0.0,1012932.0,95.0,2019
5104,Blockers,2018-03-14,en,Comedy,21000000.0,94017294.0,102.0,2018
5106,Night of the Living Dead,1990-10-19,en,Horror-Thriller,4200000.0,5835247.0,88.0,1990
5109,Downsizing,2017-12-22,en,Comedy-Drama-Science Fiction,68000000.0,55003890.0,135.0,2017
5113,Shortbus,2006-10-04,en,Romance-Drama-Comedy,2000000.0,5179037.0,101.0,2006
5114,High School Musical 2,2007-08-17,en,Comedy-Drama-Family-Music-Romance-TV Movie,0.0,7000000.0,111.0,2007
5115,Cheaper by the Dozen,2003-12-24,en,Comedy-Family,40000000.0,190212113.0,98.0,2003
5117,Striptease,1996-06-28,en,Comedy-Crime-Drama,50000000.0,113309743.0,115.0,1996
5124,Surf's Up,2007-06-08,en,Animation-Comedy-Family,85000000.0,149044513.0,85.0,2007
5125,A Perfect Murder,1998-06-05,en,Crime-Thriller-Drama,60000000.0,128038368.0,107.0,1998
5127,The Loft,2014-10-14,en,Thriller,14000000.0,10076790.0,108.0,2014
5128,Yogi Bear,2010-12-17,en,Comedy-Family-Animation-Adventure,80000000.0,203509374.0,80.0,2010
5129,Thumbelina,1994-03-29,en,Animation-Family-Fantasy-Romance-Music,28000000.0,11373501.0,86.0,1994
5130,My Little Pony: Equestria Girls: Friendship Games,2015-10-24,en,Animation-Music-Family,0.0,222840.0,72.0,2015
5132,Only You,1994-09-17,en,Romance-Comedy,0.0,20059210.0,115.0,1994
5137,Grimsby,2016-02-24,en,Action-Comedy,35000000.0,27979040.0,83.0,2016
5141,The Bridges of Madison County,1995-05-28,en,Drama-Romance,24000000.0,182016617.0,135.0,1995
5142,Bridesmaids,2011-05-13,en,Comedy-Romance,32500000.0,288383523.0,125.0,2011
5145,Marked for Death,1990-10-05,en,Action-Crime,12000000.0,46044400.0,94.0,1990
5146,Unfriended: Dark Web,2018-07-19,en,Horror-Thriller-Mystery,1000000.0,16024987.0,93.0,2018
5147,Romeo and Juliet,1968-04-02,en,Drama-Romance,0.0,38901218.0,138.0,1968
5152,Speed 2: Cruise Control,1997-06-13,en,Action-Adventure-Thriller,160000000.0,164508066.0,121.0,1997
5153,Pineapple Express,2008-08-06,en,Action-Comedy-Crime,27000000.0,101624843.0,111.0,2008
5156,The Jewel of the Nile,1985-08-01,en,Adventure-Action-Comedy-Romance,25000000.0,96773200.0,106.0,1985
5160,The Strangers: Prey at Night,2018-03-07,en,Horror,12500000.0,31039126.0,85.0,2018
5161,Live and Let Die,1973-07-05,en,Adventure-Action-Thriller,7000000.0,126377836.0,121.0,1973
5162,Children of the Corn,1984-03-09,en,Horror-Thriller,800000.0,14568989.0,92.0,1984
5164,Bonnie and Clyde,1967-07-18,en,Crime-Drama,2500000.0,50700000.0,110.0,1967
5165,You've Got Mail,1998-12-17,en,Comedy-Romance,65000000.0,250821495.0,119.0,1998
5172,Bros,2022-09-30,en,Comedy-Romance,22000000.0,14800000.0,115.0,2022
5176,Meet Dave,2008-07-08,en,Comedy-Science Fiction-Adventure-Family,60000000.0,50650079.0,90.0,2008
5177,Halloween: Resurrection,2002-07-01,en,Horror-Thriller,13000000.0,37664855.0,94.0,2002
5179,The Vatican Tapes,2015-07-24,en,Thriller-Horror,13000000.0,1784763.0,91.0,2015
5180,Life,1999-04-16,en,Comedy-Crime,80000000.0,73521587.0,108.0,1999
5183,Slumdog Millionaire,2008-11-12,en,Drama-Romance,15000000.0,378410542.0,120.0,2008
5186,Snowden,2016-09-15,en,Drama-History-Crime-Thriller,40000000.0,37357216.0,134.0,2016
5188,Licorice Pizza,2021-11-26,en,Drama-Comedy,40000000.0,27423319.0,133.0,2021
5192,Diary of a Wimpy Kid: Dog Days,2012-08-02,en,Comedy-Family,22000000.0,76196538.0,94.0,2012
5194,Doomsday,2008-03-14,en,Action-Thriller-Science Fiction,30000000.0,22472631.0,108.0,2008
5195,Rebecca,1940-03-23,en,Mystery-Romance-Thriller-Drama,1288000.0,7592465.0,130.0,1940
5196,Guns Akimbo,2020-02-27,en,Comedy-Action,0.0,835102.0,95.0,2020
5197,Deep Blue Sea,1999-07-28,en,Action-Horror-Science Fiction,60000000.0,164648142.0,105.0,1999
5200,G.I. Jane,1997-08-19,en,Action-Drama,50000000.0,48169156.0,125.0,1997
5201,The Bling Ring,2013-06-12,en,Drama-Crime,15000000.0,19145732.0,90.0,2013
5202,Lovelace,2013-08-08,en,Drama,10000000.0,1585582.0,92.0,2013
5205,Family Business,1989-12-06,en,Crime-Drama-Comedy,0.0,12195695.0,110.0,1989
5208,Get Him to the Greek,2010-06-04,en,Adventure-Comedy-Music,40000000.0,90029656.0,109.0,2010
5213,Marrowbone,2017-10-27,en,Thriller-Horror-Drama-Mystery,8000000.0,12294931.0,111.0,2017
5216,Warm Bodies,2013-01-31,en,Horror-Comedy-Romance,35000000.0,116980662.0,97.0,2013
5218,Flightplan,2005-09-22,en,Thriller-Drama-Mystery,55000000.0,223387299.0,98.0,2005
5221,All My Life,2020-10-23,en,Romance-Drama,25000000.0,2000000.0,93.0,2020
5223,The Commuter,2018-01-11,en,Action-Thriller-Mystery,30000000.0,119942387.0,104.0,2018
5227,My Spy,2020-01-09,en,Family-Action-Comedy,0.0,4418501.0,99.0,2020
5229,Enemy of the State,1998-11-20,en,Action-Drama-Thriller,90000000.0,250649836.0,132.0,1998
5230,Footloose,2011-10-06,en,Drama-Music-Romance,24000000.0,63543328.0,113.0,2011
5237,An American Tail,1986-11-21,en,Comedy-Adventure-Drama-Family-Animation,9000000.0,84542002.0,80.0,1986
5240,Shattered Glass,2003-11-14,en,Drama-History,6000000.0,2944752.0,94.0,2003
5244,The Beguiled,2017-06-23,en,Drama,10500000.0,27400000.0,93.0,2017
5245,Cruel Intentions,1999-03-05,en,Drama-Romance,10500000.0,76347426.0,98.0,1999
5251,Conan the Destroyer,1984-06-29,en,Adventure-Fantasy-Action,18000000.0,31042035.0,103.0,1984
5256,Windtalkers,2002-06-14,en,War-Drama-Action-History,115000000.0,77628265.0,134.0,2002
5257,Alex Cross,2012-10-18,en,Action-Thriller-Crime-Mystery,45000000.0,30353232.0,101.0,2012
5259,Bad Teacher,2011-05-16,en,Comedy,20000000.0,216197492.0,92.0,2011
5261,Damage,1992-12-02,en,Drama-Romance,0.0,7532911.0,111.0,1992
5267,Missing Link,2019-04-04,en,Family-Animation-Comedy-Adventure-Fantasy,100000000.0,26565710.0,95.0,2019
5268,Star Trek II: The Wrath of Khan,1982-06-04,en,Action-Adventure-Science Fiction-Thriller,12000000.0,96800000.0,113.0,1982
5269,The Wolf and the Lion,2021-10-13,en,Family-Adventure,11900000.0,15300000.0,99.0,2021
5270,Fire and Ice,1983-03-25,en,Animation-Fantasy-Science Fiction,1200000.0,760883.0,81.0,1983
5271,Surviving Christmas,2004-09-21,en,Comedy-Romance,45000000.0,14793624.0,91.0,2004
5278,Billy Lynn's Long Halftime Walk,2016-11-10,en,Drama-War,40000000.0,30930984.0,113.0,2016
5280,Downton Abbey: A New Era,2022-04-27,en,Drama-Romance,40000000.0,88000000.0,125.0,2022
5284,Stardust,2007-08-09,en,Adventure-Fantasy-Romance-Family,70000000.0,137515140.0,127.0,2007
5287,"10,000 BC",2008-02-22,en,Adventure-Action-Drama-Fantasy,105000000.0,269784201.0,109.0,2008
5290,Batman: Under the Red Hood,2010-07-27,en,Science Fiction-Crime-Action-Animation-Mystery,0.0,6629178.0,75.0,2010
5293,Masters of the Universe,1987-08-07,en,Action-Fantasy-Science Fiction-Adventure-Thriller,22000000.0,17336370.0,106.0,1987
5294,The Next Karate Kid,1994-07-18,en,Action-Drama-Family-Adventure,12000000.0,15876353.0,107.0,1994
5296,Valentine's Day,2010-02-10,en,Comedy-Romance,52000000.0,216485654.0,125.0,2010
5298,Robin Hood: Men in Tights,1993-07-28,en,Comedy,20000000.0,35739755.0,104.0,1993
5300,Cool Hand Luke,1967-06-22,en,Crime-Drama,3200000.0,16217773.0,127.0,1967
5301,Maggie,2015-05-08,en,Horror-Drama-Mystery,4000000.0,187112.0,95.0,2015
5302,Knocked Up,2007-06-01,en,Comedy-Romance-Drama,30000000.0,219922417.0,129.0,2007
5305,Singin' in the Rain,1952-04-09,en,Comedy-Music-Romance-Drama,2540800.0,7200000.0,103.0,1952
5309,Outbreak,1995-03-10,en,Action-Drama-Science Fiction-Thriller,50000000.0,189859560.0,127.0,1995
5310,Requiem for a Dream,2000-10-06,en,Crime-Drama,4500000.0,7390108.0,102.0,2000
5312,Mr. Popper's Penguins,2011-06-17,en,Comedy-Family,55000000.0,187361754.0,94.0,2011
5313,Killers,2010-10-04,en,Action-Comedy-Thriller-Romance,75000000.0,98159963.0,100.0,2010
5315,Assassins,1995-10-06,en,Action-Adventure-Crime-Thriller,50000000.0,30303072.0,132.0,1995
5316,Falling Down,1993-02-26,en,Crime-Drama-Thriller,25000000.0,40903593.0,113.0,1993
5317,Rudy,1993-09-17,en,Drama-History,12000000.0,22800000.0,114.0,1993
5325,Last Action Hero,1993-06-18,en,Adventure-Fantasy-Action-Comedy-Family,85000000.0,137300000.0,131.0,1993
5328,The Last Temptation of Christ,1988-05-28,en,Drama,7000000.0,8400000.0,163.0,1988
5331,The Lincoln Lawyer,2011-03-17,en,Crime-Drama-Thriller,40000000.0,85412898.0,119.0,2011
5333,The Great Dictator,1940-10-15,en,Comedy-War,2000000.0,11000000.0,125.0,1940
5337,Epic Movie,2007-01-25,en,Comedy-Action-Adventure,20000000.0,86865564.0,85.0,2007
5338,Nocturnal Animals,2016-11-04,en,Drama-Thriller,22500000.0,29252978.0,117.0,2016
5339,Open Season 2,2008-09-24,en,Adventure-Animation-Comedy-Family,0.0,8700000.0,76.0,2008
5340,Sliver,1993-05-21,en,Drama-Thriller,40000000.0,116300000.0,108.0,1993
5341,Down,2001-09-06,en,Action-Horror-Mystery-Thriller,15000000.0,163169.0,111.0,2001
5343,Forbidden Planet,1956-03-23,en,Science Fiction,1900000.0,3250000.0,98.0,1956
5346,Conspiracy Theory,1997-08-08,en,Action-Drama-Mystery-Thriller,75000000.0,136982834.0,135.0,1997
5349,Rat Race,2001-08-17,en,Adventure-Comedy,48000000.0,85498534.0,112.0,2001
5350,Open Range,2003-08-29,en,Western-Action-Drama,22000000.0,68296293.0,139.0,2003
5352,"I, Frankenstein",2014-01-22,en,Horror-Thriller,65000000.0,76801179.0,92.0,2014
5354,Trouble,2019-08-08,en,Animation-Adventure-Family-Comedy-Music,0.0,12127842.0,88.0,2019
5361,The Negotiator,1998-07-29,en,Action-Crime-Drama-Thriller,50000000.0,44547681.0,140.0,1998
5367,The Rover,2014-06-04,en,Crime-Drama,12250000.0,2510007.0,103.0,2014
5368,Office Christmas Party,2016-11-25,en,Comedy,45000000.0,114501299.0,105.0,2016
5372,Friday the 13th: A New Beginning,1985-03-22,en,Horror-Mystery,2200000.0,21930418.0,92.0,1985
5373,The Manchurian Candidate,1962-10-24,en,Thriller-Drama,2200000.0,7700000.0,126.0,1962
5375,Unforgettable,2017-03-06,en,Drama-Thriller,12000000.0,17768012.0,100.0,2017
5378,Little Nicky,2000-11-10,en,Comedy-Fantasy,85000000.0,58292295.0,90.0,2000
5379,Juice,1992-01-17,en,Crime-Drama-Thriller,5000000.0,20146880.0,96.0,1992
5380,Cleopatra,1963-06-12,en,Drama-History-Romance,44000000.0,71000000.0,248.0,1963
5381,Emma.,2020-02-13,en,Comedy-Romance,10000000.0,25155355.0,125.0,2020
5385,Misconduct,2016-02-05,en,Thriller-Drama-Mystery,11000000.0,2049761.0,106.0,2016
5388,Hugo,2011-11-22,en,Adventure-Drama-Family,170000000.0,185770160.0,126.0,2011
5389,Tea with Mussolini,1999-03-25,en,Comedy-Drama-War,12000000.0,21001563.0,117.0,1999
5393,Hackers,1995-09-14,en,Action-Crime-Thriller-Drama,20000000.0,7563728.0,107.0,1995
5395,Crimson Tide,1995-05-12,en,Thriller-Drama-Action,53000000.0,157387195.0,116.0,1995
5396,Awakenings,1990-12-04,en,Drama,0.0,52096475.0,120.0,1990
5402,Titanic,1953-04-11,en,Drama-Romance,1805000.0,4905000.0,98.0,1953
5403,Love Don't Co$t a Thing,2003-12-12,en,Comedy-Drama-Family-Romance,0.0,21964072.0,100.0,2003
5407,A Very Harold & Kumar Christmas,2011-11-04,en,Comedy,19000000.0,36192775.0,108.0,2011
5408,Christmas in Connecticut,1945-07-27,en,Comedy-Romance,864000.0,3000000.0,102.0,1945
5410,Paradise Now,2005-09-07,en,Thriller-Crime-Drama,2000000.0,3395627.0,90.0,2005
5413,Waiting...,2005-10-07,en,Comedy,3000000.0,18637690.0,94.0,2005
5415,Dragon: The Bruce Lee Story,1993-05-07,en,Drama-History-Action,14000000.0,63513743.0,120.0,1993
5416,The Wedding Singer,1998-02-13,en,Romance-Comedy,18000000.0,123306987.0,100.0,1998
5418,Amadeus,1984-09-19,en,History-Music-Drama,18000000.0,51973029.0,160.0,1984
5419,Philadelphia,1993-12-22,en,Drama,26000000.0,206678440.0,126.0,1993
5420,Soul Surfer,2011-04-08,en,Family-Drama,18000000.0,47088990.0,112.0,2011
5422,Australia,2008-11-18,en,Adventure-Drama-Romance,130000000.0,211787511.0,165.0,2008
5431,Promising Young Woman,2020-12-13,en,Thriller-Crime-Drama,0.0,13868965.0,114.0,2020
5435,Nightbreed,1990-02-16,en,Horror-Fantasy-Action,11000000.0,8862354.0,120.0,1990
5437,Hall Pass,2011-02-25,en,Comedy-Romance,36000000.0,83200000.0,105.0,2011
5440,Sunshine,2007-04-05,en,Science Fiction-Thriller,50000000.0,34806812.0,107.0,2007
5442,A Nightmare on Elm Street: The Dream Child,1989-08-11,en,Horror-Thriller,6000000.0,22168359.0,89.0,1989
5443,The French Dispatch,2021-10-21,en,Comedy-Drama-Romance,25000000.0,46333545.0,108.0,2021
5452,Child 44,2015-03-15,en,Crime-Thriller,50000000.0,3324330.0,137.0,2015
5454,The Outsiders,1983-03-25,en,Crime-Drama,10000000.0,33697647.0,91.0,1983
5455,"Honey, I Shrunk the Kids",1989-06-23,en,Adventure-Comedy-Family-Science Fiction,18000000.0,222724172.0,93.0,1989
5458,The Sum of All Fears,2002-05-31,en,Thriller-Action-Drama,68000000.0,193921372.0,124.0,2002
5460,The Lord of the Rings,1978-11-15,en,Adventure-Animation-Fantasy,4000000.0,30471420.0,132.0,1978
5466,Walk of Shame,2014-05-02,en,Comedy,0.0,8122990.0,95.0,2014
5467,The Flintstones in Viva Rock Vegas,2000-04-28,en,Comedy-Family-Romance,83000000.0,59468275.0,90.0,2000
5469,Old School,2003-02-21,en,Comedy,24000000.0,87135520.0,88.0,2003
5471,Cool Runnings,1993-10-01,en,Comedy-Adventure-Drama,14000000.0,154856263.0,98.0,1993
5473,RocknRolla,2008-09-04,en,Action-Crime-Thriller,18000000.0,25740863.0,114.0,2008
5477,Roman Holiday,1953-08-26,en,Romance-Comedy-Drama,1500000.0,12000000.0,119.0,1953
5480,"No Retreat, No Surrender",1986-05-02,en,Action,0.0,4662137.0,85.0,1986
5481,Shame,2011-10-02,en,Drama,6500000.0,3909002.0,102.0,2011
5482,What a Girl Wants,2003-03-27,en,Comedy-Romance-Drama-Family,20000000.0,50732139.0,105.0,2003
5485,The Woman in Black 2: Angel of Death,2014-12-30,en,Thriller-Horror-Drama,15000000.0,48854305.0,98.0,2014
5487,Jackass Forever,2022-02-01,en,Comedy-Documentary,10000000.0,80340218.0,96.0,2022
5488,Pan,2015-09-24,en,Fantasy-Adventure-Family-Action,150000000.0,128388320.0,111.0,2015
5489,Room,2015-10-16,en,Drama-Thriller,13000000.0,35401758.0,118.0,2015
5493,Two Mules for Sister Sara,1970-03-02,en,Adventure-War-Western,2500000.0,5050000.0,114.0,1970
5494,Overboard,1987-12-16,en,Comedy-Romance,22000000.0,26713187.0,112.0,1987
5496,Sniper,1993-01-29,en,Action-Drama-Thriller,0.0,18994653.0,98.0,1993
5498,Nomadland,2020-12-04,en,Drama,5000000.0,14784114.0,108.0,2020
5501,Papillon,2017-09-07,en,Drama,0.0,10060903.0,134.0,2017
5502,Deuce Bigalow: European Gigolo,2005-08-12,en,Comedy,22000000.0,22400154.0,83.0,2005
5505,All Dogs Go to Heaven,1989-11-17,en,Drama-Animation-Family-Comedy-Fantasy,13800000.0,27100027.0,89.0,1989
5507,Movie 43,2013-01-01,en,Comedy,6000000.0,32438988.0,90.0,2013
5508,The Big Sleep,1946-08-23,en,Mystery-Crime-Thriller,1600000.0,4900000.0,114.0,1946
5510,Confessions of a Dangerous Mind,2002-12-31,en,Comedy-Crime-Drama,30000000.0,33013805.0,113.0,2002
5511,Aliens in the Attic,2009-07-30,en,Adventure-Comedy-Family-Fantasy-Science Fiction,45000000.0,57881056.0,86.0,2009
5513,Killer Elite,2011-09-22,en,Action-Adventure-Thriller,66000000.0,57777106.0,116.0,2011
5514,Freedom Writers,2007-01-05,en,Crime-Drama,21000000.0,43095175.0,123.0,2007
5515,Blood Father,2016-08-11,en,Action-Thriller-Drama,13000000.0,6903033.0,88.0,2016
5517,ATM,2012-02-17,en,Horror-Thriller,3000000.0,921752.0,91.0,2012
5522,Les Misérables,2012-12-18,en,History-Drama,61000000.0,441809770.0,158.0,2012
5526,Doctor Dolittle,1998-06-26,en,Comedy-Family-Fantasy,71000000.0,294456605.0,85.0,1998
5531,Star Trek: Nemesis,2002-12-13,en,Science Fiction-Action-Adventure-Thriller,60000000.0,67312826.0,117.0,2002
5533,Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,en,Animation-Adventure-Family-Fantasy,80000000.0,140073390.0,97.0,2010
5534,Dogville,2003-05-19,en,Crime-Drama-Thriller,10000000.0,16680836.0,178.0,2003
5537,Bridge of Spies,2015-10-15,en,Thriller-Drama,40000000.0,165478348.0,141.0,2015
5540,American Ultra,2015-08-19,en,Comedy-Action,28000000.0,27139524.0,96.0,2015
5541,Braven,2018-02-01,en,Drama-Action-Thriller,5000000.0,854319.0,94.0,2018
5543,Silence,2016-12-22,en,Drama-History,46000000.0,23737523.0,161.0,2016
5549,Death on the Nile,1978-09-29,en,Mystery,7920000.0,14560084.0,140.0,1978
5550,Cursed,2005-02-25,en,Horror-Comedy,35000000.0,19294901.0,97.0,2005
5551,Dick Tracy,1990-04-05,en,Adventure-Comedy-Crime,47000000.0,103738726.0,105.0,1990
5553,Racing Stripes,2005-01-06,en,Comedy-Family,30000000.0,90754475.0,102.0,2005
5554,Magic Mike,2012-06-28,en,Drama-Comedy,7000000.0,167221571.0,110.0,2012
5555,Rings,2017-02-01,en,Horror,25000000.0,83080890.0,102.0,2017
5556,True Grit,2010-12-22,en,Drama-Adventure-Western,38000000.0,252276927.0,110.0,2010
5559,The Man in the Iron Mask,1998-03-12,en,Adventure-Action-Drama,35000000.0,182968902.0,132.0,1998
5560,A River Runs Through It,1992-10-09,en,Drama-Family,12000000.0,43440294.0,123.0,1992
5563,The Cable Guy,1996-06-10,en,Comedy-Drama-Thriller,47000000.0,102825796.0,96.0,1996
5564,A Stork's Journey,2017-04-28,en,Family-Fantasy-Adventure-Animation-Comedy,0.0,14400000.0,85.0,2017
5566,Oldboy,2013-11-14,en,Drama-Thriller-Mystery-Action,30000000.0,5186767.0,104.0,2013
